LocationCode,TimePeriod,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
7,2024-05-19 07:00:00,0.0,1004.68,26.28,71.5,13186.25,28.23
7,2024-05-19 07:10:00,0.0,1004.63,26.57,71.03,13404.5,29.62
7,2024-05-19 07:20:00,0.0,1004.65,27.51,68.36,18888.42,57.39
7,2024-05-19 07:30:00,0.0,1004.65,28.45,65.16,19305.5,60.23
7,2024-05-19 07:40:00,0.0,1004.68,29.0,62.83,22783.33,82.71
7,2024-05-19 07:50:00,0.0,1004.77,29.39,59.94,24913.0,98.75
7,2024-05-19 08:00:00,0.0,1004.76,29.58,59.35,25267.17,102.13
7,2024-05-19 08:10:00,0.0,1004.77,29.94,58.12,27813.75,124.36
7,2024-05-19 08:20:00,0.0,1004.76,30.84,55.82,31875.75,160.01
7,2024-05-19 08:30:00,0.0,1004.89,31.72,51.9,36313.91,203.46
7,2024-05-19 08:40:00,0.0,1004.94,32.36,49.2,34981.91,187.08
7,2024-05-19 08:50:00,0.0,1004.87,32.75,47.66,37202.58,214.05
7,2024-05-19 09:00:00,0.0,1004.86,33.04,46.45,32217.42,163.42
7,2024-05-19 09:10:00,0.0,1004.83,33.14,46.08,29358.0,136.01
7,2024-05-19 09:20:00,0.0,1004.81,33.08,46.52,27501.58,120.36
7,2024-05-19 09:30:00,0.0,1004.82,32.63,47.39,21919.33,77.53
7,2024-05-19 09:40:00,0.0,1004.84,31.72,49.83,20553.83,69.56
7,2024-05-19 09:50:00,0.0,1004.69,32.04,48.64,24061.92,95.43
7,2024-05-19 10:00:00,0.0,1004.68,32.64,47.08,26973.25,117.66
7,2024-05-19 10:10:00,0.0,1004.69,33.05,45.87,26587.58,114.06
7,2024-05-19 10:20:00,0.0,1004.65,33.24,45.82,26424.17,114.0
7,2024-05-19 10:30:00,0.0,1004.63,33.57,44.83,28280.67,129.66
7,2024-05-19 10:40:00,0.0,1004.64,34.43,42.2,31154.33,155.5
7,2024-05-19 10:50:00,0.0,1004.6,34.48,42.18,26697.5,112.26
7,2024-05-19 11:00:00,0.0,1004.46,34.56,41.88,26801.42,114.29
7,2024-05-19 11:10:00,0.0,1004.35,35.45,40.46,34188.42,190.26
7,2024-05-19 11:20:00,0.0,1004.37,36.43,37.46,35078.41,198.78
7,2024-05-19 11:30:00,0.0,1004.25,36.82,36.64,31236.0,158.09
7,2024-05-19 11:40:00,0.0,1004.13,36.69,36.51,34678.66,190.7
7,2024-05-19 11:50:00,0.0,1004.12,36.97,35.79,36686.65,208.42
7,2024-05-19 12:00:00,0.0,1004.12,36.53,35.86,24528.42,94.99
7,2024-05-19 12:10:00,0.0,1004.12,35.3,38.49,22520.58,78.7
7,2024-05-19 12:20:00,0.0,1004.09,34.49,40.05,18460.0,52.84
7,2024-05-19 12:30:00,0.0,1004.06,33.55,43.1,18756.58,54.98
7,2024-05-19 12:40:00,0.0,1004.03,32.9,48.2,22252.58,76.19
7,2024-05-19 12:50:00,0.16,1003.93,31.66,60.32,24741.0,99.9
7,2024-05-19 13:00:00,0.0,1003.96,30.54,65.1,23860.25,94.78
7,2024-05-19 13:10:00,0.0,1003.93,30.3,68.14,23049.75,91.69
7,2024-05-19 13:20:00,0.0,1003.85,30.57,66.34,26719.08,118.75
7,2024-05-19 13:30:00,0.0,1003.76,31.05,61.94,27502.75,119.09
7,2024-05-19 13:40:00,0.0,1003.66,31.19,61.67,24324.5,92.93
7,2024-05-19 13:50:00,0.0,1003.57,30.47,67.29,24947.75,100.56
7,2024-05-19 14:00:00,0.0,1003.41,30.84,65.1,30290.83,153.79
7,2024-05-19 14:10:00,0.0,1003.32,31.81,62.05,35629.16,204.67
7,2024-05-19 14:20:00,0.0,1003.26,33.02,54.78,33783.91,190.07
7,2024-05-19 14:30:00,0.0,1003.13,34.16,50.49,34635.5,198.32
7,2024-05-19 14:40:00,0.0,1003.06,34.2,48.9,31593.67,168.71
7,2024-05-19 14:50:00,0.0,1002.94,35.13,44.65,36664.75,233.82
7,2024-05-19 15:00:00,0.0,1002.87,36.29,39.74,36907.58,241.12
7,2024-05-19 15:10:00,0.0,1002.85,35.76,40.93,30293.16,152.27
7,2024-05-19 15:20:00,0.0,1002.82,35.33,41.82,29588.33,147.18
7,2024-05-19 15:30:00,0.0,1002.8,35.37,42.76,31433.42,165.98
7,2024-05-19 15:40:00,0.0,1002.71,36.33,40.67,40698.01,297.84
7,2024-05-19 15:50:00,0.0,1002.67,37.99,36.12,34626.16,217.48
7,2024-05-19 16:00:00,0.0,1002.63,37.54,35.6,25874.25,117.09
7,2024-05-19 16:10:00,0.0,1002.48,34.73,39.95,17472.58,53.57
7,2024-05-19 16:20:00,0.0,1002.66,33.62,42.2,18326.75,58.85
7,2024-05-19 16:30:00,0.0,1002.8,32.95,43.72,15658.67,41.98
7,2024-05-19 16:40:00,0.0,1002.91,32.02,46.19,11277.0,21.57
7,2024-05-19 16:50:00,0.0,1003.01,31.68,46.95,10674.83,19.05
7,2024-05-19 17:00:00,0.0,1003.07,31.08,48.86,8971.0,13.48
7,2024-05-19 17:10:00,0.0,1003.07,30.69,49.59,7569.75,9.94
7,2024-05-19 17:20:00,0.0,1003.12,30.2,51.19,5284.92,5.17
7,2024-05-19 17:30:00,0.0,1003.2,29.53,53.13,3252.17,2.02
7,2024-05-19 17:40:00,0.0,1003.25,28.94,55.64,2565.67,1.29
7,2024-05-19 17:50:00,0.0,1003.36,28.41,58.53,1766.25,0.67
7,2024-05-19 18:00:00,0.0,1003.37,27.94,61.03,1274.83,0.38
7,2024-05-19 18:10:00,0.0,1003.34,27.59,63.09,752.08,0.17
7,2024-05-19 18:20:00,0.0,1003.32,27.25,64.64,262.17,0.03
7,2024-05-19 18:30:00,0.0,1003.32,26.9,66.61,87.5,0.01
7,2024-05-19 18:40:00,0.0,1003.37,26.65,67.69,27.78,0.0
7,2024-05-20 04:50:00,0.0,1003.5,22.7,89.88,32.71,0.0
7,2024-05-20 05:00:00,0.0,1003.53,22.73,89.45,127.33,0.01
7,2024-05-20 05:10:00,0.0,1003.64,22.82,88.56,487.5,0.09
7,2024-05-20 05:20:00,0.0,1003.69,22.9,87.1,1166.25,0.37
7,2024-05-20 05:30:00,0.0,1003.78,23.04,86.3,2227.08,1.1
7,2024-05-20 05:40:00,0.0,1003.78,23.26,85.45,3596.33,2.53
7,2024-05-20 05:50:00,0.0,1003.8,23.58,84.22,4768.92,4.17
7,2024-05-20 06:00:00,0.0,1003.93,24.07,82.42,6685.75,7.76
7,2024-05-20 06:10:00,0.0,1004.04,24.6,81.02,8541.42,12.56
7,2024-05-20 06:20:00,0.0,1004.1,25.07,79.56,9920.08,16.54
7,2024-05-20 06:30:00,0.0,1004.21,25.73,76.62,11577.33,22.17
7,2024-05-20 06:40:00,0.0,1004.28,26.37,73.44,14318.75,33.91
7,2024-05-20 06:50:00,0.0,1004.38,27.31,69.14,20857.67,73.15
7,2024-05-20 07:00:00,0.0,1004.52,28.55,64.26,22619.5,84.16
7,2024-05-20 07:10:00,0.0,1004.54,28.79,63.41,19914.83,63.76
7,2024-05-20 07:20:00,0.0,1004.61,29.26,61.65,21751.08,75.66
7,2024-05-20 07:30:00,0.0,1004.64,29.38,60.55,20664.83,68.64
7,2024-05-20 07:40:00,0.0,1004.66,30.03,58.7,24476.5,95.06
7,2024-05-20 07:50:00,0.0,1004.62,31.17,54.81,32034.58,161.93
7,2024-05-20 08:00:00,0.0,1004.68,32.31,50.74,35442.75,199.53
7,2024-05-20 08:10:00,0.0,1004.77,33.49,47.88,37857.33,224.56
7,2024-05-20 08:20:00,0.0,1004.8,34.6,44.09,50237.39,395.9
7,2024-05-20 08:30:00,0.0,1004.85,36.36,39.84,52768.29,437.53
7,2024-05-20 08:40:00,0.0,1004.81,38.51,35.05,62812.28,630.83
7,2024-05-20 08:50:00,0.0,1004.91,40.02,31.6,61845.92,593.78
7,2024-05-20 09:00:00,0.0,1004.96,41.43,28.45,69203.4,734.39
7,2024-05-20 09:10:00,0.0,1005.0,42.96,25.9,68479.98,714.42
7,2024-05-20 09:20:00,0.0,1005.07,43.45,24.41,64628.56,638.16
7,2024-05-20 09:30:00,0.0,1005.0,43.59,23.66,57689.03,511.84
7,2024-05-20 09:40:00,0.0,1004.82,42.46,25.14,45209.8,319.92
7,2024-05-20 09:50:00,0.0,1004.76,40.61,28.57,38816.46,237.38
7,2024-05-20 10:00:00,0.0,1004.77,38.94,32.4,38863.83,239.58
7,2024-05-20 10:10:00,0.0,1004.71,37.73,34.93,43249.16,295.29
7,2024-05-20 10:20:00,0.0,1004.68,37.45,35.79,42713.7,294.31
7,2024-05-20 10:30:00,0.0,1004.64,37.88,35.21,44783.7,322.85
7,2024-05-20 10:40:00,0.0,1004.56,39.19,33.31,51333.48,418.55
7,2024-05-20 10:50:00,0.0,1004.43,40.61,30.81,51778.93,423.78
7,2024-05-20 11:00:00,0.0,1004.37,41.14,29.5,51886.74,424.78
7,2024-05-20 11:10:00,0.0,1004.27,41.2,29.13,50889.29,414.95
7,2024-05-20 11:20:00,0.0,1004.13,41.16,29.36,46915.15,354.32
7,2024-05-20 11:30:00,0.0,1004.0,41.39,28.97,45182.78,330.47
7,2024-05-20 11:40:00,0.0,1003.8,41.31,28.82,42847.2,300.14
7,2024-05-20 11:50:00,0.0,1003.69,40.29,30.8,46441.85,348.52
7,2024-05-20 12:00:00,0.0,1003.7,40.52,30.28,58890.78,542.15
7,2024-05-20 12:10:00,0.0,1003.7,40.27,31.68,52087.63,431.79
7,2024-05-20 12:20:00,0.0,1003.58,38.45,35.57,44608.09,320.49
7,2024-05-20 12:30:00,0.0,1003.48,38.68,35.95,37368.08,224.72
7,2024-05-20 12:40:00,0.0,1003.39,38.78,35.46,43507.15,297.7
7,2024-05-20 12:50:00,0.0,1003.32,39.66,34.04,43036.41,289.78
7,2024-05-20 13:00:00,0.0,1003.16,40.49,33.03,40427.7,256.83
7,2024-05-20 13:10:00,0.0,1003.05,39.64,34.05,31111.5,155.69
7,2024-05-20 13:20:00,0.0,1003.01,37.8,37.85,24069.17,95.17
7,2024-05-20 13:30:00,0.0,1002.83,36.34,41.39,18997.58,60.03
7,2024-05-20 13:40:00,0.0,1002.78,35.02,44.64,19824.17,64.65
7,2024-05-20 13:50:00,0.0,1002.78,33.95,47.09,23422.33,89.04
7,2024-05-20 14:00:00,0.0,1002.75,33.58,47.91,24513.25,97.02
7,2024-05-20 14:10:00,0.0,1002.71,33.48,47.73,24594.33,97.76
7,2024-05-20 14:20:00,0.0,1002.71,33.14,48.79,21676.25,77.08
7,2024-05-20 14:30:00,0.0,1002.68,32.95,51.18,25318.33,105.28
7,2024-05-20 14:40:00,0.0,1002.73,32.64,54.69,31231.75,160.47
7,2024-05-20 14:50:00,0.0,1002.72,32.02,56.35,31048.58,158.08
7,2024-05-20 15:00:00,0.0,1002.73,32.31,53.73,32138.42,168.5
7,2024-05-20 15:10:00,0.0,1002.68,32.37,53.12,30339.83,150.12
7,2024-05-20 15:20:00,0.0,1002.66,32.52,52.46,26323.33,111.11
7,2024-05-20 15:30:00,0.0,1002.68,32.14,52.66,20725.25,69.18
7,2024-05-20 15:40:00,0.0,1002.64,31.41,55.07,16672.84,45.06
7,2024-05-20 15:50:00,0.0,1002.63,30.45,59.26,16064.33,40.9
7,2024-05-20 16:00:00,0.0,1002.61,30.14,61.35,16311.5,43.74
7,2024-05-20 16:10:00,0.0,1002.63,30.09,62.17,15802.83,42.81
7,2024-05-20 16:20:00,0.0,1002.65,30.18,62.65,14954.33,37.09
7,2024-05-20 16:30:00,0.0,1002.82,29.99,63.62,14494.5,34.81
7,2024-05-20 16:40:00,0.0,1002.88,29.86,64.87,12078.67,24.47
7,2024-05-20 16:50:00,0.0,1002.97,29.62,65.91,10535.25,18.76
7,2024-05-20 17:00:00,0.0,1003.01,29.21,67.22,7812.5,10.58
7,2024-05-20 17:10:00,0.0,1003.06,28.84,68.3,6600.75,7.55
7,2024-05-20 17:20:00,0.0,1003.18,28.52,69.73,5982.42,6.28
7,2024-05-20 17:30:00,0.0,1003.38,28.17,72.15,5815.08,5.98
7,2024-05-20 17:40:00,0.0,1003.5,28.08,72.8,5052.92,4.69
7,2024-05-20 17:50:00,0.0,1003.66,27.93,72.98,2942.92,1.77
7,2024-05-20 18:00:00,0.12,1003.71,27.67,73.72,1302.5,0.38
7,2024-05-20 18:10:00,0.0,1003.79,27.42,74.99,727.84,0.15
7,2024-05-20 18:20:00,0.0,1003.87,27.37,75.1,268.0,0.03
7,2024-05-20 18:30:00,0.0,1003.99,27.34,75.63,77.5,0.01
7,2024-05-20 18:40:00,0.0,1004.08,27.26,75.69,25.0,0.0
7,2024-05-21 04:50:00,0.0,1004.51,23.76,91.8,25.42,0.0
7,2024-05-21 05:00:00,0.0,1004.5,23.79,91.82,79.92,0.0
7,2024-05-21 05:10:00,0.0,1004.52,23.79,91.93,245.92,0.03
7,2024-05-21 05:20:00,0.0,1004.61,23.86,91.71,646.42,0.15
7,2024-05-21 05:30:00,0.0,1004.68,24.01,91.0,1785.58,0.81
7,2024-05-21 05:40:00,0.0,1004.76,24.3,89.66,3647.17,2.82
7,2024-05-21 05:50:00,0.0,1004.86,24.6,88.38,4507.25,3.98
7,2024-05-21 06:00:00,0.0,1004.91,24.85,87.4,5922.25,6.48
7,2024-05-21 06:10:00,0.0,1004.93,25.15,86.12,7808.17,11.03
7,2024-05-21 06:20:00,0.0,1004.9,25.59,84.2,12293.17,26.1
7,2024-05-21 06:30:00,0.0,1004.89,26.4,80.6,17564.67,50.79
7,2024-05-21 06:40:00,0.0,1004.85,27.47,75.94,21818.67,77.15
7,2024-05-21 06:50:00,0.0,1004.8,28.75,70.61,24875.08,100.19
7,2024-05-21 07:00:00,0.0,1004.81,29.38,67.7,20170.08,65.35
7,2024-05-21 07:10:00,0.0,1004.74,29.5,67.0,17777.17,51.22
7,2024-05-21 07:20:00,0.0,1004.75,29.68,66.34,18977.67,59.17
7,2024-05-21 07:30:00,0.0,1004.78,30.06,64.26,22034.83,79.01
7,2024-05-21 07:40:00,0.0,1004.86,30.38,63.08,25757.92,106.73
7,2024-05-21 07:50:00,0.0,1004.84,31.24,59.79,29455.83,137.39
7,2024-05-21 08:00:00,0.0,1004.83,32.2,56.3,33058.08,172.67
7,2024-05-21 08:10:00,0.0,1004.84,32.97,53.76,33770.41,180.53
7,2024-05-21 08:20:00,0.0,1004.92,33.43,52.4,35007.83,193.26
7,2024-05-21 08:30:00,0.0,1004.99,33.98,50.36,33227.0,175.6
7,2024-05-21 08:40:00,0.0,1005.09,33.89,49.72,28820.42,133.6
7,2024-05-21 08:50:00,0.0,1005.16,33.54,51.34,27342.08,120.67
7,2024-05-21 09:00:00,0.0,1005.26,33.27,52.36,26089.58,108.44
7,2024-05-21 09:10:00,0.0,1005.35,33.01,52.87,24390.5,94.25
7,2024-05-21 09:20:00,0.0,1005.47,33.02,53.15,24136.17,91.58
7,2024-05-21 09:30:00,0.0,1005.6,32.88,55.0,24688.08,96.1
7,2024-05-21 09:40:00,0.0,1005.65,31.97,61.06,29886.58,120.29
7,2024-05-21 09:50:00,0.0,1005.61,32.25,59.79,32846.58,172.42
7,2024-05-21 10:00:00,0.0,1005.58,33.4,55.34,43266.91,300.16
7,2024-05-21 10:10:00,0.0,1005.56,34.95,51.34,52045.4,432.53
7,2024-05-21 10:20:00,0.0,1005.61,36.74,44.0,74947.29,878.32
7,2024-05-21 10:30:00,0.0,1005.53,40.49,34.64,85617.5,1093.2
7,2024-05-21 10:40:00,0.0,1005.37,43.91,27.54,96800.89,1397.79
7,2024-05-21 10:50:00,0.0,1005.26,46.12,23.43,100181.71,1431.15
7,2024-05-21 11:00:00,0.0,1005.1,47.37,21.55,87770.33,1135.77
7,2024-05-21 11:10:00,0.0,1004.95,46.49,22.62,76873.9,896.78
7,2024-05-21 11:20:00,0.0,1004.81,46.92,22.36,87447.26,1132.41
7,2024-05-21 11:30:00,0.0,1004.64,48.14,20.97,77635.42,1002.8
7,2024-05-21 11:40:00,0.0,1004.54,45.26,24.4,44983.51,341.11
7,2024-05-21 11:50:00,0.0,1004.46,44.23,25.52,44836.34,347.01
7,2024-05-21 12:00:00,0.0,1004.33,42.06,29.49,34808.71,217.57
7,2024-05-21 12:10:00,0.0,1004.23,41.31,32.01,37991.72,265.85
7,2024-05-21 12:20:00,0.0,1004.12,39.76,34.78,32169.0,180.49
7,2024-05-21 12:30:00,0.0,1003.98,40.04,33.9,53377.97,447.06
7,2024-05-21 12:40:00,0.0,1003.92,41.42,31.09,53206.18,450.26
7,2024-05-21 12:50:00,0.0,1003.84,40.98,31.96,47189.53,352.67
7,2024-05-21 13:00:00,0.0,1003.75,39.66,34.85,52755.17,438.14
7,2024-05-21 13:10:00,0.0,1003.6,39.91,34.46,58166.28,509.14
7,2024-05-21 13:20:00,0.0,1003.5,40.82,32.19,41709.3,266.46
7,2024-05-21 13:30:00,0.0,1003.43,39.81,33.77,22774.0,86.23
7,2024-05-21 13:40:00,0.0,1003.43,37.59,44.41,14626.25,39.6
7,2024-05-21 13:50:00,0.0,1003.4,33.7,59.71,11252.5,24.74
7,2024-05-21 14:00:00,0.0,1003.26,32.49,59.42,16521.58,48.51
7,2024-05-21 14:10:00,0.0,1003.25,32.67,58.78,22972.25,85.88
7,2024-05-21 14:20:00,0.28,1003.18,32.45,65.45,25749.83,107.98
7,2024-05-21 14:30:00,0.0,1003.14,30.89,73.18,27626.25,127.05
7,2024-05-21 14:40:00,0.0,1003.08,30.51,75.11,30853.58,154.39
7,2024-05-21 14:50:00,0.0,1003.0,30.85,74.55,30756.33,152.35
7,2024-05-21 15:00:00,0.0,1002.97,31.25,73.25,24365.92,98.73
7,2024-05-21 15:10:00,0.0,1003.0,31.55,70.67,25673.0,105.83
7,2024-05-21 15:20:00,0.0,1002.87,31.72,67.85,28483.33,132.25
7,2024-05-21 15:30:00,0.0,1002.73,32.88,65.54,27794.17,128.92
7,2024-05-21 15:40:00,0.0,1002.66,33.01,60.79,22507.33,85.02
7,2024-05-21 15:50:00,0.0,1002.64,32.43,61.72,21368.25,73.52
7,2024-05-21 16:00:00,0.0,1002.61,32.04,62.11,15537.08,40.04
7,2024-05-21 16:10:00,0.0,1002.54,31.45,62.97,12695.92,26.63
7,2024-05-21 16:20:00,0.0,1002.64,30.96,64.32,8125.58,11.41
7,2024-05-21 16:30:00,0.0,1002.8,30.04,71.69,6812.41,7.95
7,2024-05-21 16:40:00,0.0,1002.95,28.49,81.13,5633.5,5.86
7,2024-05-21 16:50:00,0.0,1003.05,27.59,85.0,4075.17,3.15
7,2024-05-21 17:00:00,0.0,1003.11,26.87,90.08,3634.67,2.89
